Format,AiM CSV File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.65,1.2492,14,0.0143,0.0171,0.5306,120.443,0,328.5645,24.6,0.1948,10000,40.8489291,-80.345164,38.9062,11.336,0,10.2742,-3.5498,7.7648,-2.8186,-0.0475,-0.0166,-0.9995,1.3735,0.1392,2.9072,50.0836,1,30.7,31.4,29.6,1.2409,32.1426,138.6471,0.4588,-12.9539,4.7,10.2765,12.8765,-1.0235,12.8765,368.2235,14.7588,0.8412,-18.542,0.034,1,1,0,10.4608,7.1833,15.3882,0,10.1935,6.2742,137.2473,367.9602,1,0,1,10.92,0,0,0,0,0,0,0,0,1,5.1862,2.8151,0,0,0,0,0,0,0,0,0,0,0,0,31.1875,0,0,0,9.9831,10.9471,2.1584,17616.2266,0.3689,0.6943,365265.6875,86,11,175,11,11,16.1641,5.1301,1,0,0,2.7113,14,0.0154,0.0141,0.8349,120.9804,0,328.5647,24600,10000,40.8489,-80.3452,8.0705
30.7,1.1719,14,0.0239,0.0106,1.1646,121.5625,0,328.5647,24.6,0.1998,10000,40.84892892,-80.34516379,38.9062,11.336,0,10.307,-3.5533,8.0969,-2.8256,0.0307,0.0037,-0.9907,1.2256,0.3809,2.9277,50.0706,1,30.7,31.4,29.6,1.2808,32.1476,83.549,0.2892,-7.498,2.9882,7.1206,7.3902,-0.3235,7.9078,368.1569,8.2157,-0.0922,-18.542,0.034,1,1,0,6.1471,3.9235,8.4176,0,7.3548,4.8419,98.2581,368.0548,1,0,1,7.4862,0,0,0,0,0,0,0,0,1,5.2095,2.8022,0,0,0,0,0,0,0,0,0,0,0,0,31.1875,0,0,0,7.3431,8.4936,2.154,17606.666,0.319,0.8192,365299.9688,86,11,175,11,11,16.2429,5.2143,1,0,0,2.5208,14,0.0168,0.0054,1.0779,120.3048,0,328.5641,24578.0005,10000,40.8489,-80.3452,8.0966
30.75,1.0774,14,0.0182,0.0015,0.9455,118.7654,0,328.5634,24.552,0.1904,10000,40.84892887,-80.34516361,38.9062,11.336,0,10.2125,-3.5539,8.3844,-2.8361,-0.0106,0.0047,-0.9929,1.3335,-0.369,3.1904,50.0477,1,30.7,31.4,29.6,1.3208,32.1526,5.1176,0.0441,-0.6353,1.8118,1.6794,0.6745,0.5588,1.7804,368.1078,0.9608,-1.2196,-18.542,0.034,1,1,0,0.7549,0.3941,0.7706,0,0.9032,0.5946,4.172,368.2699,1,0,1,1.9817,0,0,0,0,0,0,0,0,1,5.2316,2.7801,0,0,0,0,0,0,0,0,0,0,0,0,31.1875,0,0,0,3.0908,4.4248,2.3254,17654.2852,0.2692,0.5308,365299.9688,86,11,175,11,11,16.0524,4.9286,1,0,0,2.3078,14,0.0133,-0.0037,0.8232,117.3445,0,328.5628,24528.0005,10000,40.8489,-80.3452,8.1208
30.8,0.9822,14,0.0117,-0.0076,0.6908,115.8052,0,328.5621,24.502,0.1804,10000,40.84892882,-80.34516344,38.9062,11.336,0,10.2578,-3.584,7.9574,-2.8117,-0.0687,-0.0208,-1.001,1.416,-0.3691,2.9648,50.0086,1,30.7,31.4,29.6,1.3607,32.1576,38.8333,0,1.3235,0.8363,0.9412,1.6388,0.4146,2.3495,368.1,0.9529,-1.9353,-18.542,0.034,1,1,0,0,0.4845,0.4167,0,0,0.1387,46.9462,368.4387,1,0,1,0,0,0,0,0,0,0,0,0,1,5.2571,2.8037,0,0,0,0,0,0,0,0,0,0,0,0,31.1875,0,0,0,1.9248,3.04,2.4845,17697.1426,0.2193,0.3,365299.9688,86,11,175,11,11,15.9,4.7096,1,0,0,2.3042,14,0.0087,-0.012,0.5167,116.7942,0,328.5638,24478.0005,10000,40.8489,-80.3452,8.1437
30.85,1.0912,14,0.0049,-0.0188,0.323,118.103,0,328.5659,24.452,0.18,10000,40.84892867,-80.34516317,38.9062,11.336,0,10.2711,-3.5805,7.7734,-2.8609,-0.0546,-0.013,-0.9902,1.3525,0.1333,2.833,49.9695,1,30.7,31.4,29.6,1.4006,32.1626,97.1667,0,2.2059,-0.0951,1.2353,4.066,0.0748,4.1942,368.1,2.3255,-2.5725,-18.542,0.034,1,1,0,0,1.1641,1.25,0,0,0.3,112,368.6,1,0,1,0,0,0,0,0,0,0,0,0,1,5.2847,2.8555,0,0,0,0,0,0,0,0,0,0,0,0,31.1875,0,0,0,2.4948,3.165,2.3464,17625.7148,0.1695,0.3,365299.9688,86,11,175,11,11,15.9,4.7577,1,0,0,2.567,14,0.0027,-0.0195,0.1442,119.3112,0,328.5679,24428.0005,10000,40.8489,-80.3452,8.1682
30.9,1.2086,14,-0.0019,-0.0301,-0.0494,120.62,0,328.57,24.402,0.18,10000,40.84892852,-80.34516289,38.9062,11.336,0,10.2844,-3.577,8.018,-2.8295,-0.0306,-0.0215,-0.9976,1.2715,-0.0524,2.7754,49.9305,1,30.7,31.4,29.6,1.4405,32.1676,90.5,0,0.0676,-0.5294,1.6059,3.905,0.3475,3.9436,368.1386,2.9529,-1.1706,-18.542,0.034,1,1,0,0,1.5376,2.4451,0,0,1.5903,91.0323,368.1699,1,0,1,0.4444,0,0,0,0,0,0,0,0,1,5.2779,2.8751,0,0,0,0,0,0,0,0,0,0,0,0,31.1875,0,0,0,3.5242,4.0439,2.2083,17554.2852,0.1196,0.3,365299.9688,86,11,175,11,11,15.9,4.8,1,0,0,2.6303,14,-0.0021,-0.0219,-0.3716,119.9887,0,328.5665,24400,10000,40.8489,-80.3452,8.1944
30.95,1.1316,14,-0.0047,-0.023,-0.7348,119.1236,0,328.5622,24.4,0.18,10000,40.84892846,-80.34516271,38.9062,11.336,0,10.2555,-3.5678,7.9832,-2.8381,-0.0369,-0.0029,-0.9944,1.2539,-0.1283,2.4072,49.8914,1,30.7,31.4,29.6,1.4804,32.1726,65.5,0,-2.9225,-0.8235,1.998,3.0139,0.7931,3.102,368.1881,3.3941,0.7412,-18.542,0.034,1,1,0,0,1.8347,3.7196,0,0.4441,2.8581,73.7527,367.8226,1,0,1,1.4545,0,0,0,0,0,0,0,0,1,5.25,2.8751,0,0,0,0,0,0,0,0,0,0,0,0,31.1875,0,0,0,4.8121,5.347,2.1407,17562.7031,0.0698,0.3,365299.9688,86,11,175,11,11,15.9,4.8,1,0,0,2.4398,14,-0.0054,-0.018,-1.07,118.325,0,328.5581,24400,10000,40.8489,-80.3452,8.2198
31,1.0464,14,-0.0074,-0.0151,-1.4331,117.4599,0,328.5538,24.4,0.18,10000,40.84892841,-80.34516252,38.9138,11.336,0,10.2664,-3.576,7.9992,-2.8354,-0.0414,-0.0097,-0.9829,1.3428,-0.0707,2.4609,49.8674,1,30.7,31.4,29.6,1.5204,32.1775,69.5196,0,-3.8088,0.8775,0.0324,4.0667,0.5647,4.1294,368.2,5.0275,0.8275,-18.542,0.034,1,1,0,1.4912,2.6265,6.4088,0,3.6161,3.9871,79.129,367.9839,1,0,1,2.46,0,0,0,0,0,0,0,0,1,5.24,2.842,0,0,0,0,0,0,0,0,0,0,0,0,31.1875,0,0,0,5.778,6.4137,2.0777,17576.2168,0.0199,0.302,365299.9688,86,11,175,11,11,15.8942,4.7922,1,0,0,2.3543,14,-0.0076,-0.0135,-1.3971,116.4287,0,328.5582,24378.0005,10000,40.8489,-80.3452,8.2437
31.05,1.0636,14,-0.0092,-0.0102,-1.3215,115.2886,0,328.5638,24.352,0.1752,10000,40.84892838,-80.34516219,38.9268,11.336,0,10.2305,-3.5664,7.9719,-2.835,-0.0316,-0.025,-0.9961,1.2065,-0.1062,2.2803,49.8544,1,30.7,31.4,29.6,1.5603,32.1825,83.7353,0,-3.9559,3.2794,-2.7618,5.7333,0.1235,5.7471,368.2,7.0373,0.3373,-18.542,0.034,1,1,0,3.4029,3.5578,9.4971,0,5.5989,4.6796,80.4409,368.0548,1,0,1,3.46,0,0,0,0,0,0,0,0,1,5.24,2.7903,0,0,0,0,0,0,0,0,0,0,0,0,31.1894,0,0,0,6.578,7.3587,2.0091,17565.4551,0.03,0.4,365299.9688,86,11,175,11,11,15.7485,4.5981,1,0,0,2.4024,14,-0.0085,-0.0083,-1.2517,114.2363,0,328.569,24328.0005,10000,40.8489,-80.3452,8.2675
31.1,1.0851,14,-0.011,-0.0054,-1.1761,113.0962,0,328.5746,24.302,0.1702,10000,40.84892836,-80.34516185,38.9375,11.336,0,10.2711,-3.477,7.9613,-2.8459,-0.0339,-0.0044,-0.9971,1.1113,-0.0623,1.9492,49.8531,1,30.7,31.4,29.6,1.6002,32.1875,78.3922,0,-2.9706,1.5294,-5.1098,5.2471,-0.5647,5.3882,368.3765,8.2,1.1882,-18.542,0.034,1,1,0,3.9,4.1627,9.1029,0,4.5237,4.2495,71.3011,367.8936,1,0,1,4.2323,0,0,0,0,0,0,0,0,1,5.24,2.8182,0,0,0,0,0,0,0,0,0,0,0,0,31.1926,0,0,0,7.1316,7.9646,1.9384,17545.252,0.0799,0.498,365299.9688,86,11,175,11,11,15.6029,4.4039,1,0,0,2.3514,14,-0.0083,-0.0053,-0.8363,115.7306,0,328.5826,24278.0005,10000,40.8489,-80.3452,8.2913
31.15,1.01,14,-0.0072,-0.0014,-0.4416,118.9477,0,328.5914,24.252,0.1796,10000,40.84892829,-80.34516164,38.9375,11.336,0,10.282,-3.5686,7.9875,-2.8234,-0.0422,-0.01,-0.9888,1.1621,-0.1555,1.9453,49.9052,1,30.7,31.4,29.6,1.6401,32.1925,64.6667,0,-1.5,-2,-7.2667,3.9235,-1.349,4.2608,368.6216,9.0333,2.5608,-18.542,0.034,1,1,0,3.9,4.6529,7.4853,0,4.1258,4.429,68.7097,367.8904,1,0,1,4.7374,0,0,0,0,0,0,0,0,1,5.24,2.891,0,0,0,0,0,0,0,0,0,0,0,0,31.1957,0,0,0,7.5582,8.3958,1.9447,17536.4766,0.1299,0.5,365299.9688,86,11,175,11,11,15.6471,4.4471,1,0,0,2.1744,14,-0.007,-0.0051,-0.0772,121.9173,0,328.5995,24228.0005,10000,40.8489,-80.3452,8.314
31.2,0.9309,14,-0.003,0.0025,0.3176,125.1343,0,328.6084,24.202,0.1896,10000,40.84892821,-80.34516143,38.9375,11.336,0,10.2602,-3.5861,7.9613,-2.8193,-0.0342,-0.0137,-0.9961,1.1221,-0.0548,1.8867,49.9573,1,30.7,31.4,29.6,1.68,32.1975,60.3235,0.0647,2.6559,-6.0471,-7.6118,5.3,-1.9,5.7,368.5334,9.6667,1.7,-18.542,0.034,1,1,0,4.5863,4.9716,8.3039,0,4.6634,5.4505,75.1613,368.1054,1,0,1,5,0,0,0,0,0,0,0,0,1,5.24,2.9049,0,0,0,0,0,0,0,0,0,0,0,0,31.1988,0,0,0,7.763,8.7048,1.978,17531.7148,0.1798,0.5,365299.9688,86,11,175,11,11,15.6952,4.4952,1,0,0,2.2756,14,-0.0078,-0.0095,0.4074,123.2044,0,328.6154,24200,10000,40.8489,-80.3452,8.336
31.25,1.1232,14,-0.0083,-0.0133,0.4777,120.6311,0,328.623,24.2,0.1852,10000,40.84892816,-80.34516111,38.9375,11.336,0,10.2547,-3.6328,7.9637,-2.8258,-0.0248,-0.0101,-0.9966,1.0605,0.0008,1.7114,50.0602,1,30.7,31.4,29.6024,1.6601,32.1826,60.8137,0.1627,8.1951,-10.3608,-7.0235,7.9471,-2.3412,8.3471,368.2882,10.2059,-0.2118,-18.542,0.034,1,1,0,5.5667,5.2167,10.1667,0,5.8333,6.2914,77.3979,368.1097,1,0,1,5,0,0,0,0,0,0,0,0,1,5.24,2.8497,0,0,0,0,0,0,0,0,0,0,0,0,31.2019,0,0,0,7.7277,8.8816,1.99,17523.9043,0.2298,0.5433,365256.6875,86,11,175,11,11,15.6135,4.3269,1,0,0,2.731,14,-0.0114,-0.0199,0.5426,118.2557,0,328.63,24200,10000,40.8489,-80.3452,8.3613
31.3,1.3267,14,-0.014,-0.03,0.6128,115.6824,0,328.6375,24.2,0.1802,10000,40.84892811,-80.34516078,38.9375,11.336,0,10.2594,-3.5725,8.0156,-2.8582,-0.0137,-0.0088,-0.9941,1.0381,-0.0773,1.584,50.1773,1,30.7,31.4,29.6074,1.5804,32.1477,64.3431,0.2304,10.3,-12.8206,-2.849,9.3392,-1.8725,9.6137,367.949,12.4078,-0.6804,-18.542,0.034,1,1,0,6.9029,6.3353,12.1912,0,7.5,6.9903,76.3226,367.9484,1,0,1,5.9697,0,0,0,0,0,0,0,0,1,5.24,2.82,0,0,0,0,0,0,0,0,0,0,0,0,31.205,0,0,0,8.145,9.275,1.99,17514.3809,0.2797,0.5913,365208.625,86,11,175,11,11,15.5173,4.1346,1,0,0,2.651,14,-0.0138,-0.0261,0.3244,113.3123,0,328.641,24178.4302,10000,40.8489,-80.3452,8.3886
31.35,1.0016,14,-0.0174,-0.033,-0.0356,110.6505,0,328.6446,24.152,0.18,10000,40.84892822,-80.3451607,38.9375,11.336,0,10.2656,-3.5875,8.0305,-2.8379,-0.0023,-0.0088,-0.9939,0.9873,-0.0397,1.4902,50.3638,1,30.7,31.4,29.6124,1.5006,32.1128,69.7353,0.2794,10.3,-14.1441,3.5235,10.0255,-0.8922,10.1039,367.5569,15.5451,-0.3373,-18.542,0.034,1,1,0,8.4225,7.9039,14.299,0,8.7527,8.743,74.4946,368.2011,1,0,1,7.9899,0,0,0,0,0,0,0,0,1,5.24,2.82,0,0,0,0,0,0,0,0,0,0,0,0,31.2082,0,0,0,9.015,9.885,1.954,17499.7148,0.3297,0.6,365199.9688,86,11,175,11,11,15.2635,3.9029,1,0,0,1.8897,14,-0.0147,-0.027,-0.3433,108.3758,0,328.6476,24129.4116,10000,40.8489,-80.3452,8.4115
31.4,0.6544,14,-0.0208,-0.0354,-0.7166,105.6152,0,328.6513,24.102,0.18,10000,40.84892835,-80.34516063,38.9375,11.336,0,10.2766,-3.5676,7.9875,-2.8203,0.0055,-0.0048,-1,0.9717,-0.0646,1.3125,50.6633,1,30.7,31.4,29.6174,1.4208,32.0779,72.5686,0.3,3.5618,-10.3784,10.2941,10.3588,-0.5,10.3588,367.5176,17.8882,1.0353,-18.542,0.034,1,1,0,9.3039,9.0471,16.5588,0,9.828,10.9473,72.3441,368.6312,1,0,1,9.25,0,0,0,0,0,0,0,0,1,5.2284,2.82,0,0,0,0,0,0,0,0,0,0,0,0,31.2113,0,0,0,9.6192,10.2607,1.8873,17480.666,0.3796,0.6,365199.9688,86,11,175,11,11,14.975,3.6625,1,0,0,1.5616,14,-0.0124,-0.022,-0.9745,106.0876,0,328.6493,24100,10000,40.8489,-80.3452,8.4288
31.45,0.7787,14,-0.0087,-0.016,-1.2975,107.0309,0,328.6462,24.1,0.1944,10000,40.8489284,-80.34516044,38.9375,11.336,0,10.2859,-3.5812,8.0156,-2.8477,0.0096,-0.0011,-0.998,1.0083,-0.0617,1.1851,50.9628,1,30.7,31.4,29.6224,1.3411,32.043,73.549,0.3,-8.0559,-2.9275,17.3529,10.4569,-0.5,10.4569,367.7137,19.702,3.0941,-18.542,0.034,1,1,0,9.7941,9.9294,18.9118,0,10,10.7581,73.3548,368.429,1,0,1,9.75,0,0,0,0,0,0,0,0,1,5.2043,2.82,0,0,0,0,0,0,0,0,0,0,0,0,31.2144,0,0,0,9.9576,10.4021,1.8647,17476.2852,0.4296,0.6356,365199.9688,86,11,175,11,11,14.8288,3.5288,1,0,0,1.8834,14,-0.0056,-0.0081,-1.5512,107.772,0,328.6438,24100,10000,40.8489,-80.3452,8.4462
31.5,0.9225,14,0.004,0.0042,-1.8741,108.7153,0,328.6407,24.1,0.2094,10000,40.84892844,-80.34516024,38.9375,11.336,0,10.2664,-3.5707,8.0602,-2.8287,0.0139,-0.0035,-0.998,1.04,-0.0816,1.0879,51.4154,1,30.7,31.4,29.6273,1.2613,32.0081,74.7941,0.3,-11.6,6.6941,11.3088,10.802,-0.2255,10.802,367.7726,20.7471,2.5451,-18.542,0.034,1,1,0,10,10.4706,19.9284,0,10,10.1129,74.9677,368.1064,1,0,1,9.5413,0,0,0,0,0,0,0,0,1,5.2015,2.8422,0,0,0,0,0,0,0,0,0,0,0,0,31.2175,0,0,0,9.912,10.5068,1.898,17490.5723,0.4795,0.6837,365199.9688,86,11,175,11,11,14.7327,3.4327,1,0,0,2.0864,14,-0.002,0.0042,-2.0154,109.7226,0,328.6401,24080,10000,40.8489,-80.3452,8.4662
31.55,0.9389,14,0.0002,0.0113,-2.1809,111.0384,0,328.6396,24.052,0.2148,10000,40.84892833,-80.34516008,38.9375,11.336,0,10.2563,-3.5736,8.0609,-2.8201,0.0156,-0.0023,-0.9995,1.0659,-0.1074,0.9487,51.8711,1,30.7,31.4,29.6323,1.1816,31.9732,76.2647,0.3,-8.2667,18.1647,-5.8971,11.3412,0.2647,11.3412,367.7235,21.1882,-0.0529,-18.542,0.034,1,1,0,10,10.7647,19.9775,0,8.9462,8.9409,78.6882,368.2054,1,0,1,8.6239,0,0,0,0,0,0,0,0,1,5.2218,2.8886,0,0,0,0,0,0,0,0,0,0,0,0,31.2207,0,0,0,9.512,10.5777,1.92,17522.4531,0.5295,0.6683,365199.9688,86,11,175,11,11,14.7952,3.4952,1,0,0,2.1111,14,-0.0033,0.0142,-2.311,112.0722,0,328.6392,24030,10000,40.8489,-80.3452,8.4871
31.6,0.9499,14,-0.0042,0.0179,-2.4765,113.388,0,328.6387,24.002,0.2198,10000,40.84892822,-80.34515991,38.9375,11.336,0,10.2602,-3.5881,8.1133,-2.8236,0.0116,-0.0019,-0.998,1.1299,-0.09,0.8252,52.3419,1,30.7,31.4,29.6373,1.1018,31.9383,77.4902,0.2265,-3.8304,16.8902,-10.9216,10.3126,0.3738,10.3126,367.8515,17.3216,-1.2235,-18.542,0.034,1,1,0,8.1388,8.7767,15.9765,0,7.6065,7.4871,81.8064,368.2807,1,0,1,7.2,0,0,0,0,0,0,0,0,1,5.2376,2.9223,0,0,0,0,0,0,0,0,0,0,0,0,31.2238,0,0,0,9.0436,10.3927,1.92,17588.4902,0.5794,0.6202,365199.9688,86,11,175,11,11,14.9394,3.6394,1,0,0,2.1895,14,-0.0047,0.0234,-2.5254,114.8067,0,328.6368,23980,10000,40.8489,-80.3452,8.5086
31.65,1.0186,14,-0.008,0.0294,-2.5775,116.6613,0,328.6342,23.952,0.22,10000,40.84892814,-80.34515974,38.9375,11.336,0,10.2516,-3.5738,8.018,-2.8316,0.0014,-0.0063,-0.9968,1.1572,-0.0462,0.7278,52.8237,1,30.7,31.4,29.6423,1.022,31.9034,78.4706,0.0794,1.7088,2.8706,-3.7647,7.8369,0.1311,7.8369,368.1427,9.4784,-1.0765,-18.542,0.034,1,1,0,4.6922,4.8447,8.5255,0,4.3269,4.0462,80.1936,368.1194,1,0,1,4.7,0,0,0,0,0,0,0,0,1,5.2135,2.843,0,0,0,0,0,0,0,0,0,0,0,0,31.2269,0,0,0,8.0739,8.3321,1.9127,17640,0.6294,0.5442,365227.8438,86,11,175,11,11,15.2231,3.9788,1,0,0,2.3484,14,-0.006,0.0315,-2.6183,118.1185,0,328.6321,23930,10000,40.8489,-80.3452,8.5313
31.7,1.0896,14,-0.0118,0.0411,-2.6704,119.9731,0,328.6295,23.902,0.22,10000,40.84892806,-80.34515956,38.9375,11.336,0,10.2648,-3.5613,8.0063,-2.8258,-0.008,-0.0098,-0.9971,1.1494,-0.0542,0.6426,53.2891,1,30.7,31.4,29.6473,0.9423,31.8685,81.0294,0,3.4147,-4.0461,0.6186,5.7257,0.2733,5.7713,368.2089,4.3176,-0.2235,-18.542,0.034,1,1,0,2.4248,2.2297,4.0402,0,1.7602,1.5839,80.2581,367.9581,1,0,1,2.6768,0,0,0,0,0,0,0,0,1,5.1917,2.7769,0,0,0,0,0,0,0,0,0,0,0,0,31.23,0,0,0,7.0937,6.4375,1.8797,17640,0.6793,0.4481,365275.9375,86,11,175,11,11,15.6077,4.4596,1,0,0,2.5128,14,-0.0049,0.0373,-2.5829,118.4275,0,328.6324,23900,10000,40.8489,-80.3452,8.5556
31.75,1.1666,14,-0.0026,0.0379,-2.4552,116.0783,0,328.6367,23.9,0.22,10000,40.84892805,-80.34515916,38.9375,11.336,0,10.2883,-3.5795,8.0367,-2.8203,-0.011,-0.0098,-0.9961,1.1011,-0.0375,0.5164,53.6797,1,30.7,31.4,29.6523,0.8625,31.8336,85.4412,0,0.6206,-2.6245,1.7461,4.0426,0.8673,4.1871,368.0109,2.0627,1.3941,-18.542,0.034,1,1,0,1.4347,1.0416,2.5206,0,1.2226,1.9065,85.0968,367.7968,1,0,1,1.6667,0,0,0,0,0,0,0,0,1,5.1917,2.8291,0,0,0,0,0,0,0,0,0,0,0,0,31.2331,0,0,0,6.0487,5.5625,1.8533,17632.3809,0.7293,0.376,365299.9688,86,11,175,11,11,15.8,4.676,1,0,0,2.6855,14,0.0001,0.0395,-2.3548,114.2324,0,328.6401,23900,10000,40.8489,-80.3452,8.5816
31.8,1.2438,14,0.0072,0.034,-2.2271,111.8831,0,328.6445,23.9,0.22,10000,40.84892805,-80.34515875,38.9375,11.336,0,10.3164,-3.5832,8.0734,-2.8404,-0.0181,-0.0094,-0.999,1.04,-0.0759,0.3948,54.0703,1,30.7,31.4,29.6573,0.7828,31.7987,85.9412,0,-0.7324,-2.7676,2.1118,2.7333,0.4667,3.149,368.1588,0.4333,1.5451,-18.542,0.034,1,1,0,0.6971,0.4,1.3618,0,0.7065,1.7344,85.6344,367.8936,1,0,1,0.83,0,0,0,0,0,0,0,0,1,5.1947,2.8688,0,0,0,0,0,0,0,0,0,0,0,0,31.2363,0,0,0,5.0517,4.798,1.8867,17556.1914,0.7792,0.3279,365299.9688,86,11,175,11,11,15.8,4.6279,1,0,0,2.8263,14,0.0029,0.0413,-2.1387,110.4069,0,328.6477,23900,10000,40.8489,-80.3452,8.609
31.85,1.2867,14,0.0048,0.0476,-2.0277,108.5751,0,328.6517,23.9,0.2248,10000,40.84892811,-80.34515833,38.9375,11.336,0,10.3891,-3.5564,8.0602,-2.8613,-0.0265,-0.0127,-0.9961,0.9321,-0.079,0.3103,54.4711,1,30.7,31.4,29.6623,0.703,31.7638,81.0392,0,-0.0951,-5.0716,1.4255,1.9,-1.2,2.8059,368.7471,-0.4,-0.1706,-18.542,0.034,1,1,0,0.2559,0.4,0.6265,0,0.2226,0.8204,79.7204,368.3774,1,0,1,0.33,0,0,0,0,0,0,0,0,1,5.219,2.8166,0,0,0,0,0,0,0,0,0,0,0,0,31.2394,0,0,0,4.3497,4.7121,1.92,17480,0.8292,0.3,365299.9688,86,11,175,11,11,15.8,4.6,1,0,0,2.919,14,0.0025,0.0426,-1.9404,107.1359,0,328.6549,23900,10000,40.8489,-80.3452,8.6378
31.9,1.3281,14,0.0019,0.0619,-1.8294,105.3041,0,328.659,23.9,0.2298,10000,40.84892817,-80.34515791,38.9375,11.336,0,10.4047,-3.5488,8.0102,-2.8246,-0.03,-0.0115,-0.9917,0.8945,-0.0412,0.1661,54.8747,1,30.7,31.4,29.6673,0.6232,31.7289,80.049,0,0.4676,-6.1088,0.7951,1.7529,-1.5137,2.7765,369.0412,-0.7627,-0.7098,-18.542,0.034,1,1,0,0,0.3176,-0.1088,0,0,0.3129,79.0323,368.6,1,0,1,0,0,0,0,0,0,0,0,0,1,5.2435,2.7748,0,0,0,0,0,0,0,0,0,0,0,0,31.2425,0,0,0,3.7064,4.5616,1.92,17494.1504,0.8791,0.3,365299.9688,86,11,175,11,11,15.8,4.6,1,0,0,2.8097,14,0.002,0.0347,-1.8049,105.0436,0,328.6584,23880,10000,40.8489,-80.3452,8.6666
31.95,1.1528,14,0.0008,0.0245,-1.7816,104.8621,0,328.6571,23.852,0.2204,10000,40.84892825,-80.34515771,38.9375,11.336,0,10.4328,-3.5711,8.018,-2.8375,-0.0282,-0.0096,-0.9949,0.8933,-0.0258,0.0301,55.2883,1,30.7,31.4,29.6723,0.5435,31.694,85.4412,0,0.9088,-5.0794,0.2559,2.6353,0.202,3.2176,368.8941,-0.4196,0.5157,-18.542,0.034,1,1,0,0,0.1216,-0.8441,0,0,0.1516,82.7957,368.6,1,0,1,0,0,0,0,0,0,0,0,0,1,5.2686,2.7967,0,0,0,0,0,0,0,0,0,0,0,0,31.2456,0,0,0,3.3714,4.0716,1.92,17508.3027,0.9291,0.3,365299.9688,86,11,175,11,11,15.8155,4.6466,1,0,0,2.3974,14,0.0013,0.0134,-1.7633,104.7195,0,328.6561,23830,10000,40.8489,-80.3452,8.6927
32,0.9685,14,-0.0002,-0.015,-1.74,104.538,0,328.6548,23.802,0.2104,10000,40.84892833,-80.34515751,38.9375,11.336,0,10.5094,-3.5717,8.0641,-2.8443,-0.0295,-0.0063,-0.9946,0.9116,-0.0502,-0.0494,55.718,1,30.7,31.4,29.6772,0.4637,31.6591,88.1667,0,1.05,-3.7167,-0.15,3.1647,0.9647,3.4294,368.7471,-0.1294,1.0176,-18.542,0.034,1,1,0,0,-0.0553,-0.7598,0,0,0.0634,85.828,368.5634,1,0,1,0,0,0,0,0,0,0,0,0,1,5.2937,2.8186,0,0,0,0,0,0,0,0,0,0,0,0,31.2488,0,0,0,2.926,3.5501,1.9493,17518.3809,0.979,0.3,365299.9688,86,11,175,11,11,15.8641,4.7922,1,0,0,2.3166,14,0.0014,-0.0007,-1.6644,108.0725,0,328.6521,23800,10000,40.8489,-80.3452,8.7162
32.05,1.14,14,0.0017,-0.0067,-1.5608,113.0391,0,328.6483,23.8,0.2196,10000,40.84892821,-80.34515723,38.9375,11.336,0,10.5023,-3.5701,8.0602,-2.8547,-0.0327,-0.0045,-0.9932,0.9395,-0.0536,-0.0851,56.1477,1,30.7,31.4,29.6822,0.3839,31.6242,85.7157,0,0.6088,-1.7069,-0.2971,3.0667,0.0333,3.2333,368.6,0.0667,0.2333,-18.542,0.034,1,1,0,0,-0.201,0.6618,0,0,0.0097,88.5161,368.5097,1,0,1,0,0,0,0,0,0,0,0,0,1,5.2952,2.8723,0,0,0,0,0,0,0,0,0,0,0,0,31.2519,0,0,0,1.9007,2.8632,1.9827,17527.9043,0.9711,0.3,365299.9688,86,11,175,11,11,15.8876,4.8752,1,0,0,2.7334,14,0.003,-0.0039,-1.4794,116.9413,0,328.6454,23800,10000,40.8489,-80.3452,8.7417
32.1,1.3263,14,0.0037,0.0037,-1.3758,121.9079,0,328.6417,23.8,0.2296,10000,40.84892808,-80.34515693,38.9375,11.336,0,10.5469,-3.5529,8.0266,-2.8264,-0.0344,-0.0064,-0.9927,0.9819,-0.0399,-0.1504,56.5518,1,30.7,31.4,29.6872,0.3042,31.5893,83.8529,0,0.3882,-0.2559,-0.2382,2.9216,-0.5059,3.0059,368.4216,0.4196,-0.1745,-18.542,0.034,1,1,0,0,-0.1257,1.4167,0,0,-0.0441,86.3548,368.4118,1,0,1,0,0,0,0,0,0,0,0,0,1,5.2952,2.928,0,0,0,0,0,0,0,0,0,0,0,0,31.255,0,0,0,0.9556,2.1902,1.964,17530,0.9212,0.3,365299.9688,86,11,175,11,11,15.84,4.78,1,0,0,2.9705,14,0.0047,-0.01,-1.5572,121.6363,0,328.6414,23800,10000,40.8489,-80.3452,8.7704
